CustNum,Name,Sex,Age,State,Income,Clicks,LastSpend,Purchases,Spend
7797,Brandon Harrell,male,27,NSW,60000,821,$2556.59,7,$902.00
7798,Barbara Sawyer,female,27,NSW,30000,861,$749.07,2,$1139.00
7799,Richard Henderson,male,45,NSW,160000,718,$7271.90,21,$2665.00
7800,David Taylor,male,58,NSW,160000,888,$4447.10,10,$2087.50
7801,Victoria Sanders,female,35,NSW,140000,672,$3095.23,10,$4424.70
7802,Christopher Rich,male,33,QLD,60000,956,$2320.21,5,$1130.00
7803,Michael Stewart,male,56,NSW,20000,672,$516.10,2,$353.60
7804,John Rich,male,21,QLD,160000,53,$390.93,15,$2865.00
7805,Rachel Rose,female,59,QLD,90000,387,$1699.70,9,$3208.80
7806,Blake Simmons,male,65,WA,70000,962,$4228.95,9,$932.65
7807,Shari Conley,female,23,VIC,160000,139,$1502.31,22,$4782.40
7808,Karen Hughes MD,female,39,TAS,160000,433,$3741.12,18,$4468.80
7809,Julie Ford,female,50,QLD,90000,876,$5329.58,13,$2716.00
7810,Sandra Garrison,female,22,NSW,140000,575,$5932.85,21,$4459.10
7811,Monica Cunningham,female,23,NSW,120000,633,$5529.89,18,$4169.90
7812,Erica Miller,female,43,QLD,40000,267,$791.39,6,$1501.50
7813,Wanda Hardy,female,38,VIC,20000,489,$377.02,2,$708.40
7814,Julie Davis,female,22,QLD,60000,383,$907.71,5,$2036.80
7815,Christopher Wilcox,male,48,VIC,80000,293,$1007.92,7,$1411.80
7816,Megan Spence,female,24,QLD,40000,655,$1537.94,5,$1393.60
7817,Denise Miller,female,41,QLD,70000,609,$1087.07,4,$2332.00
7818,Christian West,male,73,VIC,20000,176,$166.50,2,$474.40
7819,Samantha Stewart,female,45,WA,160000,957,$7242.58,16,$5394.90
7820,Kevin Jackson,male,22,VIC,20000,616,$453.38,2,$335.60
7821,Timothy Little,male,19,QLD,120000,92,$746.30,16,$1689.10
7822,Allison Barker,female,66,ACT,140000,592,$4856.77,17,$3526.00
7823,Aaron Chase,male,65,NSW,30000,299,$225.15,2,$479.60
7824,Amanda Cooper,female,33,ACT,90000,486,$3195.21,14,$3242.40
7825,Scott Collins,male,69,VIC,50000,786,$1856.92,5,$837.25
7826,Heather Smith,female,55,SA,50000,474,$1651.89,7,$1804.80
7827,Kara Gibson,female,60,VIC,40000,345,$569.25,4,$1224.60
7828,Susan Santos,female,44,NSW,50000,169,$633.75,8,$1508.80
7829,Kelly Collins,female,48,NSW,120000,887,$3315.61,8,$3259.70
7830,Amy Ho,female,72,NSW,90000,200,$1157.40,12,$2738.40
7831,Martin Scott,male,68,NSW,40000,547,$939.75,4,$751.10
7832,Charles Fry,male,24,VIC,40000,994,$1991.98,4,$764.40
7833,Mrs. Brooke Williams DVM,female,26,NSW,90000,816,$3862.94,10,$3175.20
7834,Pamela Valdez,female,31,QLD,30000,533,$815.49,4,$862.00
7835,Crystal Wilson,female,47,VIC,80000,663,$1604.46,5,$2522.50
7836,Danielle Hudson,female,60,NSW,140000,477,$3856.55,17,$4171.00
7837,Stacey Wheeler,female,32,NSW,60000,896,$2134.27,5,$1658.70
7838,Cody Clark,male,63,NSW,140000,407,$3829.06,19,$2211.00
7839,James Cook,male,64,VIC,90000,898,$4558.25,11,$1220.90
7840,Keith Caldwell,male,18,NSW,80000,700,$3455.20,10,$1504.10
7841,Benjamin Castro,male,67,NSW,140000,446,$2622.48,12,$1918.40
7842,Elizabeth Roberts,female,46,NSW,100000,454,$1321.14,6,$3589.80
7843,Jane Cox,female,54,NSW,60000,842,$2634.62,7,$1816.40
7844,Tammy Perry,female,28,QLD,70000,91,$197.47,5,$2195.60
7845,Cody Casey,male,57,VIC,100000,894,$5431.05,13,$1723.20
7846,Laura Stafford,female,66,VIC,100000,310,$2306.40,15,$2768.30
7847,Brandi Harrison,female,49,TAS,50000,893,$1272.53,3,$1281.60
7848,Matthew Mathis,male,68,NSW,70000,466,$1399.40,6,$961.40
7849,Thomas Moore,male,59,VIC,70000,844,$3819.52,10,$1221.30
7850,Marilyn Shaffer,female,68,NSW,100000,930,$2743.50,6,$3447.20
7851,Nicholas Ayala,male,25,NSW,120000,77,$339.57,9,$1955.10
7852,Sharon Bradley,female,69,SA,160000,495,$4181.76,17,$4650.10
7853,Ana Lynn,female,68,ACT,100000,289,$751.40,6,$3561.90
7854,Teresa Peterson,female,45,QLD,50000,637,$2309.12,8,$1548.80
7855,Steven Sullivan,male,64,NSW,120000,28,$250.49,17,$1588.40
7856,Robert Briggs,male,42,NSW,80000,534,$1416.17,6,$1536.60
7857,William Klein,male,29,NSW,30000,56,$76.86,3,$457.05
7858,David Wagner,male,26,NSW,70000,420,$1336.23,7,$960.25
7859,Margaret Orozco,female,19,NSW,90000,400,$1962.00,10,$2808.40
7860,Cassandra Ramirez,female,16,NSW,20000,944,$814.67,2,$788.90
7861,Lori Bennett,female,56,QLD,80000,778,$3619.26,10,$2017.50
7862,Stephen Barker,male,30,NSW,60000,799,$1435.80,4,$829.00
7863,Laura Davis,female,56,VIC,70000,246,$1084.00,9,$2479.40
7864,Zachary Parker,male,26,NSW,70000,713,$2330.80,7,$1140.80
7865,Daniel Woods,male,59,NSW,160000,404,$3383.90,17,$2387.50
7866,Ryan Glover,male,69,VIC,160000,509,$4589.14,18,$2337.50
7867,Terri Smith,female,33,NSW,160000,88,$860.99,20,$4307.10
7868,Timothy White,male,45,VIC,20000,966,$887.75,2,$344.00
7869,Nicholas Thompson,male,48,VIC,90000,512,$2550.53,10,$1312.25
7870,Thomas Allen,male,52,QLD,40000,525,$1323.00,6,$732.90
7871,Pamela Reyes,female,24,QLD,120000,777,$5244.75,14,$4136.60
7872,Jeffrey Garcia,male,29,NSW,60000,695,$1611.71,5,$1099.00
7873,Eric Cherry,male,29,NSW,120000,353,$3104.99,18,$1848.70
7874,Jeffrey Ward,male,29,SA,140000,810,$3691.17,10,$1845.80
7875,Christine Powell,female,50,TAS,20000,950,$900.60,2,$656.60
7876,Lindsay Cabrera,female,65,NSW,40000,446,$1191.71,6,$1532.70
7877,Lisa Cabrera,female,69,NSW,140000,79,$295.30,8,$4532.20
7878,Ronald Mcdonald,male,31,VIC,40000,799,$2280.35,6,$682.50
7879,Alexander Nelson,male,57,NSW,60000,733,$1559.09,5,$912.00
7880,Ryan Valentine,male,56,NSW,70000,642,$2660.45,9,$1286.85
7881,Angela Adams MD,female,44,VIC,160000,943,$7438.38,16,$4449.20
7882,James Cooper,male,51,NSW,90000,70,$185.22,6,$1225.25
7883,Sean Massey,male,31,VIC,60000,332,$566.72,4,$1036.00
7884,Lisa Williams,female,63,QLD,40000,306,$822.53,6,$1216.80
7885,Alexis Johnson,female,67,NSW,90000,112,$624.96,11,$2727.20
7886,Tammie Medina,female,64,NSW,40000,937,$1576.03,4,$1155.70
7887,Melissa Wilson,female,72,NSW,40000,405,$644.76,4,$1345.50
7888,Gerald Miles,male,45,QLD,140000,867,$7161.42,17,$2182.40
7889,Danielle Rogers,female,72,VIC,80000,957,$4570.63,10,$2065.00
7890,Amanda Moore,female,41,NSW,70000,89,$273.50,7,$2593.80
7891,Miranda Salas,female,55,VIC,30000,258,$518.97,4,$941.00
7892,Jenna Clark,female,25,NSW,100000,832,$5520.32,14,$2904.70
7893,Michael Richards DDS,male,70,QLD,90000,740,$3739.59,11,$1587.75
7894,Chad Garcia,male,58,NSW,40000,270,$529.20,4,$589.40
7895,Matthew Walton,male,49,WA,20000,642,$946.95,3,$404.40
7896,Elizabeth Ali,female,38,VIC,100000,376,$1169.36,7,$3304.60
7897,Shannon Ramsey,female,36,QLD,140000,979,$7647.95,16,$3908.70
7898,Jessica Smith,female,23,ACT,160000,717,$7938.62,23,$4865.70
7899,Brandy Barker,female,49,NSW,20000,951,$606.74,2,$779.10
7900,Rebecca Frost,female,45,NSW,80000,997,$2033.88,5,$2810.00
7901,Kimberly Kennedy,female,49,ACT,40000,91,$199.65,5,$1340.30
7902,Brendan Ramsey,male,45,VIC,20000,139,$164.30,3,$354.40
7903,Rebecca Cruz,female,66,ACT,90000,977,$4840.55,10,$3091.20
7904,Penny Moore,female,54,NSW,30000,889,$1500.19,4,$882.00
7905,Eric Yates,male,45,QLD,60000,67,$160.00,5,$948.00
7906,Heather Hines,female,18,NSW,30000,341,$710.99,5,$880.00
7907,Angela Perez,female,19,ACT,20000,299,$267.61,2,$741.30
7908,Christopher Johnson,male,53,VIC,140000,124,$1178.74,19,$2076.80
7909,Emily Johnson DDS,female,72,VIC,60000,104,$397.49,8,$1789.80
7910,Brooke Wilson,female,68,NSW,100000,431,$1743.39,9,$2700.10
7911,Abigail Jones,female,72,SA,160000,235,$1930.76,17,$4586.40
7912,Faith Matthews,female,52,NSW,40000,517,$1147.74,5,$1110.20
7913,Felicia Hunter,female,36,SA,120000,998,$5143.69,11,$3133.90
7914,Heather Ballard,female,58,NSW,40000,559,$1661.35,6,$1466.40
7915,Sara Lambert,female,40,NSW,100000,913,$5222.36,12,$2802.40
7916,Thomas Francis,male,36,NSW,70000,731,$1854.91,6,$1252.35
7917,Paul Phillips,male,33,TAS,140000,179,$1729.14,20,$2120.80
7918,Margaret Villa,female,33,QLD,30000,771,$1128.74,3,$923.00
7919,Jacob Fitzpatrick,male,54,NSW,40000,474,$703.42,3,$595.00
7920,William Garrett,male,72,SA,50000,194,$331.74,4,$680.00
7921,Amy Smith,female,40,VIC,100000,53,$266.59,10,$3028.70
7922,Ernest Bowers,male,63,VIC,20000,936,$1046.45,3,$332.00
7923,Jeffrey Morales,male,72,NSW,40000,849,$2288.90,6,$586.60
7924,Alan Vazquez,male,57,QLD,30000,249,$401.14,4,$506.55
7925,Kaitlyn Smith,female,25,NSW,30000,264,$359.96,3,$930.00
7926,Shane Zhang,male,61,VIC,20000,848,$820.86,2,$369.20
7927,Susan Mooney,female,51,VIC,90000,162,$517.59,7,$2254.00
7928,Matthew Miller,male,29,VIC,120000,422,$2372.48,12,$1896.20
7929,Christopher George,male,72,NSW,70000,830,$1702.33,5,$1059.15
7930,Shelly Fisher,female,18,QLD,70000,795,$2751.89,7,$2611.40
7931,Leonard Burke,male,64,QLD,90000,461,$1769.55,8,$1260.05
7932,Tiffany Frank,female,60,VIC,90000,412,$2069.06,10,$2774.80
7933,Jason Harvey,male,60,QLD,70000,157,$573.13,8,$1223.60
7934,Anthony Martinez,male,53,QLD,120000,82,$292.74,7,$1996.90
7935,David Clark,male,57,QLD,120000,399,$1946.32,10,$1540.90
7936,Scott Taylor,male,65,VIC,50000,703,$1107.22,4,$916.30
7937,Claudia Robinson,female,48,NSW,120000,429,$2808.23,14,$3093.20
7938,Jeffrey Vang,male,29,ACT,50000,432,$673.92,4,$847.45
7939,Melissa Rice,female,46,NSW,100000,580,$2749.20,10,$3131.00
7940,Donald Hall,male,45,SA,20000,190,$178.41,2,$425.20
7941,Cristian Erickson Jr.,male,61,NSW,140000,875,$5831.00,14,$2345.20
7942,Todd Goodman,male,35,VIC,100000,569,$2290.22,9,$1779.20
7943,Amanda Johnson,female,31,VIC,140000,619,$5277.59,17,$3581.90
7944,Nicholas Roberts,male,47,NSW,40000,352,$594.88,4,$700.70
7945,Victoria Shelton,female,71,NSW,100000,641,$2858.86,9,$3695.20
7946,Timothy Martin,male,17,WA,140000,806,$8282.46,21,$2402.40
7947,Joshua Wilkinson,male,43,NSW,120000,222,$1026.97,10,$1962.70
7948,Richard Romero,male,29,VIC,160000,971,$8739.00,18,$2660.00
7949,Michelle Wagner,female,20,NSW,60000,822,$1501.79,4,$2272.40
7950,Amanda Simon,female,27,NSW,160000,683,$5791.84,17,$4096.40
7951,Erin Mcclure,female,52,NSW,90000,10,$39.38,7,$2657.20
7952,Erik Rowe,male,67,NSW,50000,194,$302.15,4,$940.10
7953,Jennifer Lucas,female,18,SA,100000,400,$1468.00,8,$2972.90
7954,Christian Klein,male,64,SA,160000,618,$4568.26,15,$2512.50
7955,James Wright,male,43,QLD,90000,948,$3660.23,8,$1400.70
7956,David Martinez,male,28,NSW,50000,9,$26.14,5,$828.75
7957,Julie Phillips,female,37,QLD,20000,492,$469.86,2,$700.70
7958,Kevin Ray,male,39,NT,40000,55,$108.02,4,$716.10
7959,Juan Ayala,male,35,QLD,80000,831,$1824.88,5,$1270.10
7960,Joshua Nichols,male,56,QLD,80000,144,$842.11,12,$1180.40
7961,William Shelton,male,31,ACT,30000,439,$713.81,4,$547.25
7962,Jackson Anthony,male,68,VIC,60000,995,$2414.86,5,$843.00
7963,Amy Evans,female,25,NSW,140000,525,$2410.80,10,$4527.90
7964,Scott Martinez,male,53,NSW,70000,824,$3227.20,8,$1350.10
7965,Joyce Gould,female,33,TAS,100000,551,$3710.99,14,$3689.00
7966,Kimberly Johns,female,55,ACT,60000,85,$213.18,5,$2264.80
7967,Brandy Rice,female,24,VIC,140000,420,$4318.86,21,$4988.00
7968,Rachel Munoz,female,47,VIC,100000,990,$4489.65,10,$3062.80
7969,Cassandra Powers,female,26,VIC,70000,77,$374.07,10,$2142.80
7970,Michael Flores,male,23,ACT,50000,985,$2364.00,5,$928.20
7971,Erin Molina,female,24,QLD,140000,428,$1797.60,9,$3784.00
7972,David Lopez,male,54,NSW,160000,176,$1016.58,12,$2305.00
7973,Stephen Roy,male,66,QLD,70000,591,$2151.24,8,$1342.05
7974,Rachael Ochoa,female,51,NSW,80000,757,$3518.54,10,$2660.00
7975,Eduardo Kelly,male,42,NSW,80000,113,$351.66,7,$1478.10
7976,Christian Lee,male,62,NSW,30000,292,$582.98,4,$655.60
7977,Kristen Curtis,female,43,SA,30000,215,$220.59,3,$813.00
7978,Rachel Stephenson,female,50,NSW,50000,818,$1815.96,5,$1302.40
7979,Samuel Henry MD,male,48,NSW,160000,193,$907.87,10,$2337.50
7980,Daniel Patton,male,42,NSW,20000,534,$483.27,2,$458.00
7981,Hannah Bryant,female,34,VIC,70000,183,$871.08,10,$2008.60
7982,Caitlin Davis,female,54,NSW,100000,937,$2431.51,6,$2604.00
7983,Kara Goodman,female,36,VIC,120000,136,$442.27,7,$3973.80
7984,Luke Ford,male,60,WA,30000,411,$718.84,4,$583.00
7985,Cody Cunningham,male,16,QLD,80000,302,$1505.17,10,$1293.50
7986,Nicholas Sanchez,male,70,NSW,80000,420,$1219.68,6,$1132.30
7987,Cameron Noble,male,67,QLD,60000,463,$1044.53,5,$978.00
7988,Susan Wheeler,female,46,VIC,60000,73,$136.66,4,$2200.20
7989,Jamie Martin,female,58,QLD,60000,295,$756.67,6,$1753.70
7990,Holly Miller,female,60,SA,30000,926,$1027.86,3,$816.00
7991,Steven Watson,male,60,VIC,80000,964,$2618.22,6,$1498.90
7992,Paul Fleming,male,34,ACT,100000,93,$695.18,15,$1401.60
7993,Molly Cunningham,female,28,NSW,120000,931,$3005.27,7,$4166.20
7994,Janice Bradley,female,26,QLD,50000,256,$371.20,3,$1856.00
7995,Sheila Garcia,female,18,NSW,120000,53,$231.50,9,$3189.40
7996,Stephanie Castillo,female,18,NSW,70000,846,$1601.90,4,$1768.80
7997,Jennifer Goodman,female,59,NSW,60000,280,$681.24,5,$1820.20
7998,Angela Walker,female,33,VIC,30000,193,$392.56,5,$1067.00
7999,Hayden Harrison,male,27,QLD,90000,828,$2667.82,7,$1542.80
8000,Matthew Marshall,male,33,QLD,60000,566,$1594.42,6,$835.00
8001,Stephen Kim,male,52,NSW,120000,642,$4164.01,13,$1907.60
8002,Derrick Cohen,male,38,VIC,120000,834,$4563.65,11,$1723.30
8003,Susan Gutierrez,female,33,NSW,100000,787,$3203.09,9,$2653.60
8004,Michael Huang,male,50,SA,160000,144,$983.81,14,$2237.50
8005,Megan Burch,female,58,SA,60000,496,$1610.02,7,$1531.40
8006,Ronald Coleman,male,16,NSW,50000,743,$1989.38,6,$880.60
8007,Sharon Hunt,female,19,SA,140000,685,$6444.48,19,$3921.60
8008,Don Ferrell,male,65,VIC,20000,404,$381.38,2,$437.60
8009,Linda Moreno,female,34,NSW,80000,709,$3176.32,9,$2120.00
8010,Mary Powers,female,66,NSW,160000,620,$4597.92,15,$4865.70
8011,Pamela Benson,female,24,NSW,60000,794,$2570.18,7,$2221.10
8012,Andrea Jenkins,female,22,QLD,40000,742,$2193.35,6,$1069.90
8013,Christopher Edwards,male,16,QLD,120000,30,$145.26,10,$2190.70
8014,Joshua Mayer,male,57,VIC,160000,202,$1105.34,11,$2765.00
8015,Thomas Taylor,male,20,VIC,70000,46,$130.89,6,$1100.55
8016,Jennifer Simmons,female,46,NSW,160000,33,$366.70,21,$5713.40
8017,Jesse Burns,male,51,VIC,60000,645,$1909.85,6,$1118.00
8018,Brittany Rowland,female,60,NSW,50000,177,$249.57,3,$1676.80
8019,Gary Lozano,male,19,NSW,90000,897,$3241.31,8,$1451.45
8020,Gene Wright,male,59,VIC,100000,364,$1561.56,9,$1382.40
8021,Adam Hunt,male,37,VIC,50000,721,$1452.82,5,$797.30
8022,Keith Nicholson,male,24,SA,120000,815,$5858.22,15,$1812.60
8023,Donna Ward,female,66,NSW,100000,539,$3689.45,14,$2681.50
8024,Elizabeth Vance,female,72,QLD,100000,212,$1497.78,14,$2520.30
8025,Stacie Thomas,female,29,QLD,100000,396,$1415.70,8,$2511.00
8026,Elizabeth Hamilton,female,20,NSW,30000,359,$440.49,3,$965.00
8027,George Neal,male,70,NSW,140000,35,$271.22,15,$2292.40
8028,Denise Wright,female,71,NSW,90000,798,$3116.99,8,$2559.20
8029,Eric Krueger,male,53,NSW,80000,180,$892.80,10,$1392.30
8030,Richard Edwards,male,50,NSW,140000,973,$9188.04,19,$2349.60
8031,Deborah Rivera,female,26,NSW,40000,405,$1190.70,6,$1410.50
8032,Roger Morrison,male,66,NSW,20000,722,$575.43,2,$414.80
8033,Luis Gibson,male,53,SA,30000,135,$123.73,2,$620.95
8034,Sarah Ayers,female,65,VIC,160000,132,$887.04,14,$5659.50
8035,Joshua Valdez,male,52,WA,50000,986,$2437.88,5,$824.50
8036,Tina Valdez,female,36,NSW,140000,929,$7725.56,17,$4510.70
8037,Cynthia White,female,73,QLD,40000,743,$1209.60,4,$1385.80
8038,Timothy Palmer,male,44,VIC,50000,183,$385.21,5,$861.05
8039,Emily Anderson,female,18,NSW,50000,973,$2065.19,5,$1609.60
8040,Paul Rodriguez,male,37,NSW,30000,326,$492.42,4,$580.80
8041,Shawn Mclaughlin,male,73,QLD,60000,31,$134.20,9,$1051.00
8042,Tammy Taylor,female,29,WA,60000,245,$646.80,6,$1841.10
8043,Abigail Andrews,female,41,TAS,160000,794,$9248.51,24,$5747.70
8044,Angela Little,female,30,QLD,70000,52,$270.45,11,$2283.60
8045,Rickey Morales,male,27,QLD,140000,401,$1527.01,8,$1892.00
8046,Anita Nguyen,female,63,VIC,100000,406,$1983.31,10,$3047.30
8047,Victor Park,male,23,QLD,70000,870,$2128.46,5,$1289.15
8048,Stephanie Wagner,female,58,VIC,30000,362,$400.19,3,$957.00
8049,Austin Randolph,male,28,NSW,30000,69,$119.13,4,$608.30
8050,Travis Miller,male,58,NSW,70000,187,$355.39,4,$1022.35
8051,Katherine Greene,female,25,VIC,70000,872,$3708.18,9,$2389.20
8052,Gary Ball,male,27,VIC,50000,410,$824.10,5,$884.85
8053,Hunter Neal,male,69,WA,20000,881,$1093.32,3,$429.60
8054,Heather Duke,female,19,NSW,50000,535,$954.97,4,$1294.40
8055,Christopher Hernandez,male,42,WA,140000,760,$3729.32,10,$2494.80
8056,Karen Galloway,female,23,WA,140000,603,$2249.79,8,$3470.10
8057,Michael Morton,male,18,QLD,140000,245,$1445.74,12,$1848.00
8058,Madeline Jacobson,female,34,NSW,100000,845,$4415.12,11,$2988.40
8059,Anthony Smith,male,52,VIC,140000,800,$5773.60,15,$1966.80
8060,Parker Wilson,male,34,WA,100000,344,$1847.28,11,$1534.40
8061,Jessica Webb,female,55,NSW,90000,66,$364.72,11,$2436.00
8062,Michael Giles,male,19,NSW,100000,812,$4401.04,11,$1528.00
8063,Christopher Riddle,male,43,NSW,50000,772,$974.65,3,$778.60
8064,Megan Payne,female,24,VIC,160000,243,$2416.39,20,$4963.70
8065,Jonathan Wright,male,30,VIC,80000,132,$459.89,7,$1407.90
8066,Teresa Turner,female,49,QLD,90000,341,$2225.03,13,$3029.60
8067,Mary Marks,female,16,SA,70000,403,$2064.97,11,$2228.60
8068,Michael Perez,male,52,NSW,160000,384,$4076.54,22,$2092.50
8069,Heather Jones,female,73,NSW,70000,864,$3296.16,8,$2393.60
8070,Patricia Davenport,female,58,NSW,50000,686,$1301.68,4,$1376.00
8071,Sandra Lopez,female,72,QLD,20000,41,$36.53,2,$789.60
8072,Joshua Fuentes,male,46,SA,80000,367,$1419.56,8,$1544.40
8073,Mary Stanley,female,37,VIC,70000,500,$1372.00,6,$2175.80
8074,Theresa Mitchell,female,33,SA,70000,248,$887.96,8,$2582.80
8075,Kim Mayer,female,16,VIC,140000,755,$4687.80,13,$3938.80
8076,Christina Parker,female,18,QLD,80000,673,$1480.60,5,$2022.50
8077,David Nguyen,male,68,VIC,90000,571,$1472.32,6,$1173.05
8078,Alyssa Wood,female,55,NSW,30000,29,$50.68,4,$1100.00
8079,Amy Cortez,female,73,VIC,60000,513,$1694.44,7,$1675.80
8080,Monica Miller,female,72,VIC,70000,111,$289.04,6,$2186.80
8081,Brent Downs,male,25,NSW,70000,50,$110.78,5,$972.90
8082,Kathryn Case,female,22,VIC,30000,122,$226.55,4,$1101.00
8083,Thomas Le,male,35,NSW,70000,981,$4312.48,9,$1079.85
8084,Jamie Nelson,female,67,VIC,90000,683,$2151.45,7,$3245.20
8085,Regina Williams,female,29,NSW,50000,1000,$1532.50,4,$1771.20
8086,Pamela Cole,female,27,SA,30000,594,$643.30,3,$1125.00
8087,Sydney Ware,female,27,QLD,50000,406,$1322.54,7,$1398.40
8088,Clarence Murray,male,50,VIC,40000,554,$1350.65,5,$597.80
8089,Eric Levine,male,69,NSW,100000,352,$2296.80,13,$1382.40
8090,Stacy Acosta,female,69,VIC,70000,679,$1832.28,6,$1768.80
8091,Michael Franco,male,46,QLD,30000,170,$177.74,3,$535.70
8092,Brent Adkins,male,51,NSW,90000,982,$6173.34,13,$1592.10
8093,Melissa Mcconnell,female,32,NSW,120000,386,$3216.92,17,$3422.50
8094,Alicia Poole,female,49,WA,40000,152,$223.14,3,$1155.70
8095,Jonathan Kirk,male,25,NSW,100000,634,$2348.97,8,$1654.40
8096,Michelle Hamilton,female,24,SA,50000,921,$3433.03,8,$1798.40
8097,Terri Chandler,female,33,VIC,20000,703,$822.51,3,$815.50
8098,Anthony Garcia,male,47,QLD,60000,8,$21.77,5,$1060.00
8099,Matthew Li,male,30,QLD,30000,348,$758.47,5,$644.60
8100,Neil Martin,male,55,SA,90000,42,$264.41,13,$1392.00
8101,Jesse Garner DVM,male,16,NSW,160000,31,$351.42,22,$2437.50
8102,Brandon Campbell,male,45,VIC,160000,773,$9071.93,24,$2377.50
8103,Michelle Gentry,female,56,NSW,100000,586,$2842.10,10,$3546.40
8104,Austin Henry,male,36,QLD,20000,487,$416.87,2,$323.20
8105,Brett Schultz,male,65,VIC,20000,153,$209.30,3,$348.80
8106,Alicia Green,female,72,SA,160000,792,$4378.18,12,$4062.10
8107,Jason Myers,male,44,NSW,90000,676,$2628.29,8,$1480.45
8108,John Jones,male,69,NSW,140000,717,$6640.14,19,$1894.20
8109,Ellen Frost,female,19,VIC,90000,517,$2205.52,9,$2716.00
8110,Colleen Sandoval,female,53,NSW,100000,107,$556.40,11,$3651.80
8111,Elizabeth Caldwell,female,72,NSW,80000,476,$1264.26,6,$2462.50
8112,William Evans,male,24,NSW,100000,280,$1188.60,9,$1382.40
8113,Yvonne Greer,female,59,NSW,140000,122,$1257.94,21,$4725.70
8114,Courtney Ferguson,female,24,NSW,30000,971,$1542.43,4,$1171.00
8115,Breanna Moore,female,38,SA,20000,861,$1050.42,3,$784.00
8116,Cynthia Strickland,female,28,QLD,50000,926,$2490.94,6,$1460.80
8117,Ryan Robinson,male,51,QLD,140000,907,$8723.53,20,$2611.40
8118,Madison Townsend,female,69,NSW,50000,782,$1413.46,4,$1609.60
8119,Michael Johnson Jr.,male,23,QLD,40000,3,$4.17,2,$630.00
8120,Meghan Cunningham,female,48,NSW,50000,539,$1610.26,6,$1880.00
8121,Margaret Rubio,female,46,QLD,100000,301,$1684.10,12,$2774.50
8122,Roger Harrison DDS,male,70,VIC,100000,237,$1583.16,14,$1640.00
8123,Vicki Atkinson,female,46,NSW,90000,404,$2123.42,11,$2363.20
8124,Amy Byrd,female,39,QLD,60000,317,$1131.69,8,$2099.50
8125,Holly Hale,female,59,NSW,50000,22,$59.56,5,$1713.60
8126,John Hall,male,16,NSW,80000,239,$1190.22,10,$1366.30
8127,Steven Kidd,male,65,SA,100000,589,$3896.23,14,$1516.80
8128,Kyle Taylor,male,35,NSW,140000,240,$2368.80,20,$2129.60
8129,Angel Hall,female,56,NSW,120000,542,$3108.91,12,$4177.30
8130,Benjamin Mack,male,57,NSW,90000,916,$3186.31,7,$1242.65
8131,Alice Jones,female,38,QLD,40000,107,$205.44,4,$1147.90
8132,Zachary Bell,male,19,SA,70000,443,$2055.96,10,$953.35
8133,Jenna Hunter,female,19,NSW,90000,550,$2467.58,9,$2914.80
8134,Matthew Bailey,male,22,NSW,80000,936,$3650.40,8,$1055.60
8135,Doris Wright,female,53,NSW,40000,832,$1710.59,5,$1297.40
8136,Albert Gonzalez,male,35,NSW,40000,392,$630.34,4,$774.20
8137,Tiffany Wagner,female,25,VIC,20000,415,$222.02,2,$781.20
8138,Jasmine Patterson,female,17,NSW,20000,946,$1269.53,3,$821.10
8139,Mitchell Harvey,male,23,QLD,50000,121,$448.31,8,$915.45
8140,Deborah King,female,65,VIC,80000,553,$2585.83,10,$2340.00
8141,Corey Palmer,male,33,NSW,140000,964,$3576.44,8,$2477.20
8142,Diana Young,female,42,VIC,50000,484,$1546.38,7,$1651.20
8143,Sabrina Jackson,female,70,NSW,120000,100,$670.20,14,$3141.30
8144,Nicole Herrera,female,46,QLD,20000,968,$499.49,2,$567.70
8145,Tracy Barry,female,19,NSW,30000,18,$21.03,3,$920.00
8146,Kelly Cain,female,18,SA,90000,523,$1386.21,6,$2839.20
8147,Dennis Hernandez,male,43,NSW,160000,377,$4484.79,24,$2887.50
8148,Robert Owens,male,70,VIC,120000,301,$1251.56,9,$2097.60
8149,Breanna Johnson,female,73,NSW,70000,683,$1795.27,6,$1773.20
8150,Laura Anderson,female,28,NSW,20000,251,$189.25,2,$640.50
8151,Michelle Young,female,43,SA,70000,1000,$3864.00,8,$2323.20
8152,Adrian Young,male,52,TAS,80000,13,$34.32,5,$1050.40
8153,Michael Salazar,male,73,WA,50000,891,$2503.71,6,$782.85
8154,Samuel Kennedy,male,67,QLD,50000,586,$889.25,4,$730.15
8155,Gabriella Smith,female,42,VIC,120000,146,$512.46,7,$4273.50
8156,Mario Davis,male,50,ACT,30000,834,$1167.18,3,$574.75
8157,Brian Weber,male,16,QLD,60000,339,$909.20,6,$1002.00
8158,Carrie Rodriguez,female,67,NSW,60000,234,$792.56,7,$2164.10
8159,Debbie Huber,female,38,QLD,160000,799,$3311.06,9,$4135.60
8160,Carrie Brown,female,36,NSW,30000,870,$1695.19,4,$1128.00
8161,Tonya Riddle,female,43,NSW,80000,706,$2787.29,8,$2090.00
8162,Hunter Prince,male,20,NSW,20000,969,$1088.19,3,$352.00
8163,Brooke Hill,female,27,QLD,50000,152,$387.98,6,$1326.40
8164,Lawrence Peterson,male,69,NSW,160000,400,$1756.80,9,$2992.50
8165,Elizabeth Hansen,female,39,NSW,30000,673,$540.08,2,$840.00
8166,Matthew Nichols,male,52,SA,70000,964,$3532.58,8,$1205.20
